UGC10384, 0.0167, 0.016565, 0
UGC10388, 0.01543, 0.015444, 0
NGC6166NED01, 0.02682, 0.031035, 1
NGC6173, 0.02942, 0.0293, 0
NGC6168, 0.0088, 0.008402, 0
NGC6186, 0.01006, 0.009797, 0
UGC10650, 0.01067, 0.009864, 0
NGC6278, 0.00942, 0.009447, 0
UGC10693, 0.02788, 0.027863, 0
UGC10695, 0.02764, 0.027779, 0
UGC10710, 0.02778, 0.027976, 0
NGC6310, 0.0114, 0.011405, 0
NGC6301, 0.0279, 0.027833, 0
NGC6314, 0.02191, 0.022125, 0
NGC6338, 0.02752, 0.027303, 0
UGC10796, 0.01032, 0.010271, 0
NGC6361, 0.0127, 0.012715, 0
UGC10811, 0.02901, 0.029173, 0
UGC10799, 0.02762, 0.02839, 0
IC1256, 0.01579, 0.015778, 0
NGC6394, 0.02841, 0.028306, 0
UGC10905, 0.02575, 0.026161, 0
NGC6411, 0.01244, 0.012695, 0
NGC6427, 0.01088, 0.010774, 0
UGC10972, 0.01539, 0.015517, 0
NGC6478, 0.02265, 0.022602, 0
NGC6497, 0.0202, 0.020554, 0
NGC6515, 0.02285, 0.022862, 0
UGC11228, 0.01916, 0.01925, 0
UGC11262, 0.01848, 0.0187, 0
NGC6762, 0.00986, 0.00975, 0
MCG-02-51-004, 0.01899, 0.018953, 0
NGC6941, 0.02061, 0.020761, 0
NGC6945, 0.01249, 0.012665, 0
NGC6978, 0.01978, 0.020124, 0
UGC11649, 0.01257, 0.012669, 0
UGC11680NED01, 0.0259, 0.025988, 0
NGC7025, 0.01639, 0.016571, 0
UGC11694, 0.01732, 0.016895, 0
NGC7047, 0.01926, 0.019383, 0
UGC11717, 0.02088, 0.021025, 0
MCG-01-54-016, 0.00982, 0.009773, 0
UGC11740, 0.02111, 0.021605, 0
UGC11792, 0.01602, 0.016051, 0
NGC7194, 0.02713, 0.026825, 0
NGC7236, 0.02618, 0.026282, 0
UGC11958, 0.02618, 0.0263, 0
UGC11982, 0.0159, 0.016108, 0
UGC12054, 0.00692, 0.006901, 0
NGC7311, 0.01518, 0.01512, 0
NGC7321, 0.02371, 0.023833, 0
UGC12127, 0.02741, 0.027589, 0
NGC7364, 0.0162, 0.016228, 0
UGC12185, 0.02195, 0.022179, 0
UGC12224, 0.01164, 0.011695, 0
VV488NED02, 0.01647, 0.016815, 0
NGC7436B, 0.02455, 0.0246, 0
UGC12274, 0.02538, 0.025561, 0
UGC12308, 0.00757, 0.007428, 0
NGC7466, 0.02483, 0.025044, 0
UGC12348, 0.02521, 0.025454, 0
NGC7489, 0.02071, 0.020811, 0
NGC7536, 0.01563, 0.015668, 0
NGC7550, 0.01675, 0.016918, 0
NGC7549, 0.01543, 0.015799, 0
